"Country.Region","date","Confirmed","Deaths","Recovered"
"Paraguay","04-01-2020",69,3,1
"Peru","04-01-2020",1323,38,394
"Philippines","04-01-2020",2311,96,50
"Poland","04-01-2020",2554,43,47
"Portugal","04-01-2020",8251,187,43
"Qatar","04-01-2020",835,2,71
"Romania","04-01-2020",2460,92,252
"Russia","04-01-2020",2777,24,190
"Rwanda","04-01-2020",82,0,0
"Saint Kitts and Nevis","04-01-2020",8,0,0
"Saint Lucia","04-01-2020",13,0,1
"Saint Vincent and the Grenadines","04-01-2020",1,0,1
"San Marino","04-01-2020",236,26,13
"Saudi Arabia","04-01-2020",1720,16,264
"Senegal","04-01-2020",190,1,45
"Serbia","04-01-2020",1060,28,0
"Seychelles","04-01-2020",10,0,0
"Sierra Leone","04-01-2020",2,0,0
"Singapore","04-01-2020",1000,3,245
"Slovakia","04-01-2020",400,1,3
"Slovenia","04-01-2020",841,15,10
"Somalia","04-01-2020",5,0,1
"South Africa","04-01-2020",1380,5,50
"South Korea","04-01-2020",9887,165,5567
"Spain","04-01-2020",104118,9387,22647
"Sri Lanka","04-01-2020",146,3,21
"Sudan","04-01-2020",7,2,2
"Suriname","04-01-2020",10,0,0
"Sweden","04-01-2020",4947,239,103
"Switzerland","04-01-2020",17768,488,2967
"Syria","04-01-2020",10,2,0
"Taiwan","04-01-2020",329,5,39
"Tanzania","04-01-2020",20,1,1
"Thailand","04-01-2020",1771,12,505
"Timor-Leste","04-01-2020",1,0,0
"Togo","04-01-2020",36,2,10
"Trinidad and Tobago","04-01-2020",90,5,1
"Tunisia","04-01-2020",423,12,5
"Turkey","04-01-2020",15679,277,333
"Uganda","04-01-2020",44,0,0
"UK","04-01-2020",29865,2357,179
"Ukraine","04-01-2020",794,20,13
"United Arab Emirates","04-01-2020",814,8,61
"Uruguay","04-01-2020",338,2,41
"US","04-01-2020",213372,4757,8474
"Uzbekistan","04-01-2020",181,2,12
"Venezuela","04-01-2020",143,3,41
"Vietnam","04-01-2020",218,0,63
"West Bank and Gaza","04-01-2020",134,1,18
"Zambia","04-01-2020",36,0,0
"Zimbabwe","04-01-2020",8,1,0
"Afghanistan","04-02-2020",273,6,10
"Albania","04-02-2020",277,16,76
"Algeria","04-02-2020",986,86,61
"Andorra","04-02-2020",428,15,10
"Angola","04-02-2020",8,2,1
"Antigua and Barbuda","04-02-2020",9,0,0
"Argentina","04-02-2020",1133,36,256
"Armenia","04-02-2020",663,7,33
"Australia","04-02-2020",5116,24,520
"Austria","04-02-2020",11129,158,1749
"Azerbaijan","04-02-2020",400,5,26
"Bahamas","04-02-2020",24,1,1
"Bahrain","04-02-2020",643,4,381
"Bangladesh","04-02-2020",56,6,25
"Barbados","04-02-2020",46,0,0
"Belarus","04-02-2020",304,4,53
"Belgium","04-02-2020",15348,1011,2495
"Belize","04-02-2020",3,0,0
"Benin","04-02-2020",13,0,1
"Bhutan","04-02-2020",5,0,1
"Bolivia","04-02-2020",123,8,1
"Bosnia and Herzegovina","04-02-2020",533,16,20
"Botswana","04-02-2020",4,1,0
"Brazil","04-02-2020",8044,324,127
"Brunei","04-02-2020",133,1,56
"Bulgaria","04-02-2020",457,10,25
"Burkina Faso","04-02-2020",288,16,50
"Burma","04-02-2020",20,1,0
"Burundi","04-02-2020",3,0,0
"Cabo Verde","04-02-2020",6,1,0
"Cambodia","04-02-2020",110,0,34
"Cameroon","04-02-2020",306,7,10
"Canada","04-02-2020",11284,139,1735
"Central African Republic","04-02-2020",3,0,0
"Chad","04-02-2020",8,0,0
"Chile","04-02-2020",3404,18,335
"China","04-02-2020",82432,3322,76565
"Colombia","04-02-2020",1161,19,55
"Congo (Brazzaville)","04-02-2020",22,2,2
"Congo (Kinshasa)","04-02-2020",134,13,3
"Costa Rica","04-02-2020",396,2,6
"Cote d'Ivoire","04-02-2020",194,1,15
"Croatia","04-02-2020",1011,7,88
"Cuba","04-02-2020",233,6,13
"Cyprus","04-02-2020",356,10,28
"Czechia","04-02-2020",3858,44,67
"Denmark","04-02-2020",3573,123,1172
"Diamond Princess","04-02-2020",712,11,619
"Djibouti","04-02-2020",40,0,0
"Dominica","04-02-2020",12,0,0
"Dominican Republic","04-02-2020",1380,60,16
"Ecuador","04-02-2020",3163,120,65
"Egypt","04-02-2020",865,58,201
"El Salvador","04-02-2020",41,2,0
"Equatorial Guinea","04-02-2020",15,0,1
"Eritrea","04-02-2020",22,0,0
"Estonia","04-02-2020",858,11,45
"Eswatini","04-02-2020",9,0,0
"Ethiopia","04-02-2020",29,0,3
"Fiji","04-02-2020",7,0,0
"Finland","04-02-2020",1518,19,300
"France","04-02-2020",59929,5398,12548
"Gabon","04-02-2020",21,1,0
"Gambia","04-02-2020",4,1,2
"Georgia","04-02-2020",134,0,26
"Germany","04-02-2020",84794,1107,22440
"Ghana","04-02-2020",204,5,31
"Greece","04-02-2020",1544,53,61
"Grenada","04-02-2020",10,0,0
"Guatemala","04-02-2020",47,1,12
"Guinea","04-02-2020",52,0,0
"Guinea-Bissau","04-02-2020",9,0,0
"Guyana","04-02-2020",19,4,0
"Haiti","04-02-2020",16,0,1
"Holy See","04-02-2020",7,0,0
"Honduras","04-02-2020",219,14,3
"Hungary","04-02-2020",585,21,42
"Iceland","04-02-2020",1319,4,284
"India","04-02-2020",2543,72,191
"Indonesia","04-02-2020",1790,170,112
"Iran","04-02-2020",50468,3160,16711
"Iraq","04-02-2020",772,54,202
"Ireland","04-02-2020",3849,98,5
"Israel","04-02-2020",6857,36,338
"Italy","04-02-2020",115242,13915,18278
"Jamaica","04-02-2020",47,3,2
"Japan","04-02-2020",2495,62,472
"Jordan","04-02-2020",299,5,45
"Kazakhstan","04-02-2020",435,3,27
"Kenya","04-02-2020",110,3,4
"Kosovo","04-02-2020",125,1,10
"Kuwait","04-02-2020",342,0,81
"Kyrgyzstan","04-02-2020",116,0,5
"Laos","04-02-2020",10,0,0
"Latvia","04-02-2020",458,0,31
"Lebanon","04-02-2020",494,16,46
"Liberia","04-02-2020",6,0,0
"Libya","04-02-2020",11,1,0
"Liechtenstein","04-02-2020",75,0,0
"Lithuania","04-02-2020",649,9,7
"Luxembourg","04-02-2020",2487,30,80
"Madagascar","04-02-2020",59,0,0
"Malawi","04-02-2020",3,0,0
"Malaysia","04-02-2020",3116,50,767
"Maldives","04-02-2020",19,0,13
"Mali","04-02-2020",36,3,0
"Malta","04-02-2020",196,0,2
"Mauritania","04-02-2020",6,1,2
"Mauritius","04-02-2020",169,7,0
"Mexico","04-02-2020",1378,37,35
"Moldova","04-02-2020",505,6,23
"Monaco","04-02-2020",60,1,2
"Mongolia","04-02-2020",14,0,2
"Montenegro","04-02-2020",144,2,0
"Morocco","04-02-2020",708,44,31
"Mozambique","04-02-2020",10,0,0
"MS Zaandam","04-02-2020",9,2,0
"Namibia","04-02-2020",14,0,3
"Nepal","04-02-2020",6,0,1
"Netherlands","04-02-2020",14788,1341,260
"New Zealand","04-02-2020",797,1,92
"Nicaragua","04-02-2020",5,1,0
"Niger","04-02-2020",98,5,0
"Nigeria","04-02-2020",184,2,20
"North Macedonia","04-02-2020",384,11,17
"Norway","04-02-2020",5147,50,32
"Oman","04-02-2020",231,1,57
"Pakistan","04-02-2020",2421,34,125
"Panama","04-02-2020",1317,32,9
"Papua New Guinea","04-02-2020",1,0,0
"Paraguay","04-02-2020",77,3,2
"Peru","04-02-2020",1414,55,537
"Philippines","04-02-2020",2633,107,51
"Poland","04-02-2020",2946,57,56
"Portugal","04-02-2020",9034,209,68
"Qatar","04-02-2020",949,3,72
"Romania","04-02-2020",2738,115,267
"Russia","04-02-2020",3548,30,235
"Rwanda","04-02-2020",84,0,0
"Saint Kitts and Nevis","04-02-2020",9,0,0
"Saint Lucia","04-02-2020",13,0,1
"Saint Vincent and the Grenadines","04-02-2020",2,0,1
"San Marino","04-02-2020",245,30,21
"Saudi Arabia","04-02-2020",1885,21,328
"Senegal","04-02-2020",195,1,55
"Serbia","04-02-2020",1171,31,0
"Seychelles","04-02-2020",10,0,0
"Sierra Leone","04-02-2020",2,0,0
"Singapore","04-02-2020",1049,4,266
"Slovakia","04-02-2020",426,1,5
"Slovenia","04-02-2020",897,17,70
"Somalia","04-02-2020",5,0,1
"South Africa","04-02-2020",1462,5,50
"South Korea","04-02-2020",9976,169,5828
"Spain","04-02-2020",112065,10348,26743
"Sri Lanka","04-02-2020",151,4,21
"Sudan","04-02-2020",8,2,2
"Suriname","04-02-2020",10,0,0
"Sweden","04-02-2020",5568,308,103
"Switzerland","04-02-2020",18827,536,4013
"Syria","04-02-2020",16,2,0
"Taiwan","04-02-2020",339,5,45
"Tanzania","04-02-2020",20,1,2
"Thailand","04-02-2020",1875,15,505
"Timor-Leste","04-02-2020",1,0,0
"Togo","04-02-2020",39,2,17
"Trinidad and Tobago","04-02-2020",94,5,1
"Tunisia","04-02-2020",455,14,5
"Turkey","04-02-2020",18135,356,415
"Uganda","04-02-2020",45,0,0
"UK","04-02-2020",34173,2926,192
"Ukraine","04-02-2020",897,22,19
"United Arab Emirates","04-02-2020",1024,8,96
"Uruguay","04-02-2020",350,4,62
"US","04-02-2020",243599,5926,9001
"Uzbekistan","04-02-2020",205,2,25
"Venezuela","04-02-2020",146,5,43
"Vietnam","04-02-2020",233,0,75
"West Bank and Gaza","04-02-2020",161,1,18
"Zambia","04-02-2020",39,1,0
"Zimbabwe","04-02-2020",9,1,0
"Afghanistan","04-03-2020",281,6,10
"Albania","04-03-2020",304,17,89
"Algeria","04-03-2020",1171,105,62
"Andorra","04-03-2020",439,16,16
"Angola","04-03-2020",8,2,1
"Antigua and Barbuda","04-03-2020",15,0,0
"Argentina","04-03-2020",1265,39,266
"Armenia","04-03-2020",736,7,43
"Australia","04-03-2020",5330,28,649
"Austria","04-03-2020",11524,168,2022
"Azerbaijan","04-03-2020",443,5,32
"Bahamas","04-03-2020",24,1,1
"Bahrain","04-03-2020",672,4,382
"Bangladesh","04-03-2020",61,6,26
"Barbados","04-03-2020",51,0,0
"Belarus","04-03-2020",351,4,53
"Belgium","04-03-2020",16770,1143,2872
"Belize","04-03-2020",4,0,0
"Benin","04-03-2020",16,0,2
"Bhutan","04-03-2020",5,0,2
"Bolivia","04-03-2020",132,9,1
"Bosnia and Herzegovina","04-03-2020",579,17,27
"Botswana","04-03-2020",4,1,0
"Brazil","04-03-2020",9056,359,127
"Brunei","04-03-2020",134,1,65
"Bulgaria","04-03-2020",485,14,30
"Burkina Faso","04-03-2020",302,16,50
"Burma","04-03-2020",20,1,0
"Burundi","04-03-2020",3,0,0
"Cabo Verde","04-03-2020",6,1,0
"Cambodia","04-03-2020",114,0,35
"Cameroon","04-03-2020",509,8,17
"Canada","04-03-2020",12437,179,2175
"Central African Republic","04-03-2020",8,0,0
"Chad","04-03-2020",8,0,0
"Chile","04-03-2020",3737,22,427
"China","04-03-2020",82511,3326,76760
"Colombia","04-03-2020",1267,25,55
"Congo (Brazzaville)","04-03-2020",22,2,2
"Congo (Kinshasa)","04-03-2020",134,13,3
"Costa Rica","04-03-2020",416,2,11
"Cote d'Ivoire","04-03-2020",218,1,19
"Croatia","04-03-2020",1079,8,92
"Cuba","04-03-2020",269,6,15
"Cyprus","04-03-2020",396,11,28
"Czechia","04-03-2020",4091,53,72
"Denmark","04-03-2020",3946,139,1287
"Diamond Princess","04-03-2020",712,11,619
"Djibouti","04-03-2020",49,0,8
"Dominica","04-03-2020",12,0,0
"Dominican Republic","04-03-2020",1488,68,16
"Ecuador","04-03-2020",3368,145,65
"Egypt","04-03-2020",985,66,216
"El Salvador","04-03-2020",46,2,0
"Equatorial Guinea","04-03-2020",16,0,1
"Eritrea","04-03-2020",22,0,0
"Estonia","04-03-2020",961,12,48
"Eswatini","04-03-2020",9,0,0
"Ethiopia","04-03-2020",35,0,3
"Fiji","04-03-2020",7,0,0
"Finland","04-03-2020",1615,20,300
"France","04-03-2020",65202,6520,14135
"Gabon","04-03-2020",21,1,1
"Gambia","04-03-2020",4,1,2
"Georgia","04-03-2020",155,0,28
"Germany","04-03-2020",91159,1275,24575
"Ghana","04-03-2020",205,5,31
"Greece","04-03-2020",1613,63,78
"Grenada","04-03-2020",12,0,0
"Guatemala","04-03-2020",50,1,12
"Guinea","04-03-2020",73,0,2
"Guinea-Bissau","04-03-2020",15,0,0
"Guyana","04-03-2020",23,4,0
"Haiti","04-03-2020",18,0,1
"Holy See","04-03-2020",7,0,0
"Honduras","04-03-2020",222,15,3
"Hungary","04-03-2020",623,26,43
"Iceland","04-03-2020",1364,4,309
"India","04-03-2020",2567,72,192
"Indonesia","04-03-2020",1986,181,134
"Iran","04-03-2020",53183,3294,17935
"Iraq","04-03-2020",820,54,226
"Ireland","04-03-2020",4273,120,5
"Israel","04-03-2020",7428,40,403
"Italy","04-03-2020",119827,14681,19758
"Jamaica","04-03-2020",47,3,2
"Japan","04-03-2020",2617,63,514
"Jordan","04-03-2020",310,5,58
"Kazakhstan","04-03-2020",464,6,29
"Kenya","04-03-2020",122,4,4
"Kosovo","04-03-2020",126,1,10
"Kuwait","04-03-2020",417,0,82
"Kyrgyzstan","04-03-2020",130,1,6
"Laos","04-03-2020",10,0,0
"Latvia","04-03-2020",493,1,1
"Lebanon","04-03-2020",508,17,50
"Liberia","04-03-2020",7,0,0
"Libya","04-03-2020",11,1,0
"Liechtenstein","04-03-2020",75,0,0
"Lithuania","04-03-2020",696,9,7
"Luxembourg","04-03-2020",2612,31,500
"Madagascar","04-03-2020",70,0,0
"Malawi","04-03-2020",3,0,0
"Malaysia","04-03-2020",3333,53,827
"Maldives","04-03-2020",19,0,13
"Mali","04-03-2020",39,3,0
"Malta","04-03-2020",202,0,2
"Mauritania","04-03-2020",6,1,2
"Mauritius","04-03-2020",186,7,0
"Mexico","04-03-2020",1510,50,633
"Moldova","04-03-2020",591,8,26
"Monaco","04-03-2020",64,1,3
"Mongolia","04-03-2020",14,0,2
"Montenegro","04-03-2020",174,2,1
"Morocco","04-03-2020",791,48,57
"Mozambique","04-03-2020",10,0,0
"MS Zaandam","04-03-2020",9,2,0
"Namibia","04-03-2020",14,0,3
"Nepal","04-03-2020",6,0,1
"Netherlands","04-03-2020",15821,1490,260
"New Zealand","04-03-2020",868,1,103
"Nicaragua","04-03-2020",5,1,0
"Niger","04-03-2020",120,5,0
"Nigeria","04-03-2020",210,4,25
"North Macedonia","04-03-2020",430,12,20
"Norway","04-03-2020",5370,59,32
"Oman","04-03-2020",252,1,57
"Pakistan","04-03-2020",2686,40,126
"Panama","04-03-2020",1475,37,10
"Papua New Guinea","04-03-2020",1,0,0
"Paraguay","04-03-2020",92,3,6
"Peru","04-03-2020",1595,61,537
"Philippines","04-03-2020",3018,136,52
"Poland","04-03-2020",3383,71,56
"Portugal","04-03-2020",9886,246,68
"Qatar","04-03-2020",1075,3,93
"Romania","04-03-2020",3183,133,283
"Russia","04-03-2020",4149,34,281
"Rwanda","04-03-2020",89,0,0
"Saint Kitts and Nevis","04-03-2020",9,0,0
"Saint Lucia","04-03-2020",13,0,1
"Saint Vincent and the Grenadines","04-03-2020",3,0,1
"San Marino","04-03-2020",245,30,21
"Saudi Arabia","04-03-2020",2039,25,351
"Senegal","04-03-2020",207,1,66
"Serbia","04-03-2020",1476,39,0
"Seychelles","04-03-2020",10,0,0
"Sierra Leone","04-03-2020",2,0,0
"Singapore","04-03-2020",1114,5,282
"Slovakia","04-03-2020",450,1,10
"Slovenia","04-03-2020",934,20,70
"Somalia","04-03-2020",7,0,1
"South Africa","04-03-2020",1505,9,95
"South Korea","04-03-2020",10062,174,6021
"Spain","04-03-2020",119199,11198,30513
"Sri Lanka","04-03-2020",159,4,24
"Sudan","04-03-2020",10,2,2
"Suriname","04-03-2020",10,1,0
"Sweden","04-03-2020",6131,358,205
"Switzerland","04-03-2020",19606,591,4846
"Syria","04-03-2020",16,2,0
"Taiwan","04-03-2020",348,5,50
"Tanzania","04-03-2020",20,1,3
"Thailand","04-03-2020",1978,19,612
"Timor-Leste","04-03-2020",1,0,0
"Togo","04-03-2020",40,3,17
"Trinidad and Tobago","04-03-2020",98,6,1
"Tunisia","04-03-2020",495,18,5
"Turkey","04-03-2020",20921,425,484
"Uganda","04-03-2020",48,0,0
"UK","04-03-2020",38689,3611,208
"Ukraine","04-03-2020",1072,27,22
"United Arab Emirates","04-03-2020",1264,9,108
"Uruguay","04-03-2020",369,4,68
"US","04-03-2020",275586,7087,9707
"Uzbekistan","04-03-2020",227,2,25
"Venezuela","04-03-2020",153,7,52
"Vietnam","04-03-2020",237,0,85
"West Bank and Gaza","04-03-2020",194,1,21
"Zambia","04-03-2020",39,1,2
"Zimbabwe","04-03-2020",9,1,0
"Afghanistan","04-04-2020",299,7,10
"Albania","04-04-2020",333,20,99
"Algeria","04-04-2020",1251,130,90
"Andorra","04-04-2020",466,17,21
"Angola","04-04-2020",10,2,2
"Antigua and Barbuda","04-04-2020",15,0,0
"Argentina","04-04-2020",1451,43,279
"Armenia","04-04-2020",770,7,43
"Australia","04-04-2020",5550,30,701
"Austria","04-04-2020",11781,186,2507
"Azerbaijan","04-04-2020",521,5,32
"Bahamas","04-04-2020",28,4,0
"Bahrain","04-04-2020",688,4,423
"Bangladesh","04-04-2020",70,8,30
"Barbados","04-04-2020",52,0,0
"Belarus","04-04-2020",440,5,53
"Belgium","04-04-2020",18431,1283,3247
"Belize","04-04-2020",4,0,0
"Benin","04-04-2020",16,0,2
"Bhutan","04-04-2020",5,0,2
"Bolivia","04-04-2020",139,10,1
"Bosnia and Herzegovina","04-04-2020",624,21,30
"Botswana","04-04-2020",4,1,0
"Brazil","04-04-2020",10360,445,127
"Brunei","04-04-2020",135,1,66
"Bulgaria","04-04-2020",503,17,34
"Burkina Faso","04-04-2020",318,16,66
"Burma","04-04-2020",21,1,0
"Burundi","04-04-2020",3,0,0
"Cabo Verde","04-04-2020",7,1,0
"Cambodia","04-04-2020",114,0,50
"Cameroon","04-04-2020",555,9,17
"Canada","04-04-2020",12978,218,2577
"Central African Republic","04-04-2020",8,0,0
"Chad","04-04-2020",9,0,0
"Chile","04-04-2020",4161,27,528
"China","04-04-2020",82543,3330,76946
"Colombia","04-04-2020",1406,32,85
"Congo (Brazzaville)","04-04-2020",22,2,2
"Congo (Kinshasa)","04-04-2020",154,18,3
"Costa Rica","04-04-2020",435,2,13
"Cote d'Ivoire","04-04-2020",245,1,25
"Croatia","04-04-2020",1126,12,119
"Cuba","04-04-2020",288,6,15
"Cyprus","04-04-2020",426,11,33
"Czechia","04-04-2020",4472,59,78
"Denmark","04-04-2020",4269,161,1379
"Diamond Princess","04-04-2020",712,11,619
"Djibouti","04-04-2020",50,0,8
"Dominica","04-04-2020",14,0,0
"Dominican Republic","04-04-2020",1488,68,16
"Ecuador","04-04-2020",3465,172,100
"Egypt","04-04-2020",1070,71,241
"El Salvador","04-04-2020",56,3,2
"Equatorial Guinea","04-04-2020",16,0,1
"Eritrea","04-04-2020",29,0,0
"Estonia","04-04-2020",1039,13,59
"Eswatini","04-04-2020",9,0,0
"Ethiopia","04-04-2020",38,0,4
"Fiji","04-04-2020",12,0,0
"Finland","04-04-2020",1882,25,300
"France","04-04-2020",90848,7574,15572
"Gabon","04-04-2020",21,1,1
"Gambia","04-04-2020",4,1,2
"Georgia","04-04-2020",162,1,36
"Germany","04-04-2020",96092,1444,26400
"Ghana","04-04-2020",205,5,31
"Greece","04-04-2020",1673,68,78
"Grenada","04-04-2020",12,0,0
"Guatemala","04-04-2020",61,2,15
"Guinea","04-04-2020",111,0,5
"Guinea-Bissau","04-04-2020",18,0,0
"Guyana","04-04-2020",23,4,0
"Haiti","04-04-2020",20,0,1
"Holy See","04-04-2020",7,0,0
"Honduras","04-04-2020",264,15,3
"Hungary","04-04-2020",678,32,58
"Iceland","04-04-2020",1417,4,396
"India","04-04-2020",3082,86,229
"Indonesia","04-04-2020",2092,191,150
"Iran","04-04-2020",55743,3452,19736
"Iraq","04-04-2020",878,56,259
"Ireland","04-04-2020",4604,137,25
"Israel","04-04-2020",7851,44,427
"Italy","04-04-2020",124632,15362,20996
"Jamaica","04-04-2020",53,3,7
"Japan","04-04-2020",3139,77,514
"Jordan","04-04-2020",323,5,74
"Kazakhstan","04-04-2020",531,5,36
"Kenya","04-04-2020",126,4,4
"Kosovo","04-04-2020",135,1,16
"Kuwait","04-04-2020",479,1,93
"Kyrgyzstan","04-04-2020",144,1,9
"Laos","04-04-2020",10,0,0
"Latvia","04-04-2020",509,1,1
"Lebanon","04-04-2020",520,17,54
"Liberia","04-04-2020",10,1,3
"Libya","04-04-2020",18,1,0
"Liechtenstein","04-04-2020",77,1,0
"Lithuania","04-04-2020",771,11,7
"Luxembourg","04-04-2020",2729,31,500
"Madagascar","04-04-2020",70,0,0
"Malawi","04-04-2020",4,0,0
"Malaysia","04-04-2020",3483,57,915
"Maldives","04-04-2020",19,0,13
"Mali","04-04-2020",41,3,1
"Malta","04-04-2020",213,0,2
"Mauritania","04-04-2020",6,1,2
"Mauritius","04-04-2020",196,7,7
"Mexico","04-04-2020",1688,60,633
"Moldova","04-04-2020",752,12,29
"Monaco","04-04-2020",66,1,3
"Mongolia","04-04-2020",14,0,2
"Montenegro","04-04-2020",201,2,1
"Morocco","04-04-2020",919,59,66
"Mozambique","04-04-2020",10,0,1
"MS Zaandam","04-04-2020",9,2,0
"Namibia","04-04-2020",14,0,3
"Nepal","04-04-2020",9,0,1
"Netherlands","04-04-2020",16727,1656,262
"New Zealand","04-04-2020",950,1,127
"Nicaragua","04-04-2020",5,1,0
"Niger","04-04-2020",144,8,0
"Nigeria","04-04-2020",214,4,25
"North Macedonia","04-04-2020",483,17,20
"Norway","04-04-2020",5550,62,32
"Oman","04-04-2020",277,2,61
"Pakistan","04-04-2020",2818,41,131
"Panama","04-04-2020",1673,41,13
"Papua New Guinea","04-04-2020",1,0,0
"Paraguay","04-04-2020",96,3,12
"Peru","04-04-2020",1746,73,914
"Philippines","04-04-2020",3094,144,57
"Poland","04-04-2020",3627,79,116
"Portugal","04-04-2020",10524,266,75
"Qatar","04-04-2020",1325,3,109
"Romania","04-04-2020",3613,146,329
"Russia","04-04-2020",4731,43,333
"Rwanda","04-04-2020",102,0,0
"Saint Kitts and Nevis","04-04-2020",9,0,0
"Saint Lucia","04-04-2020",14,0,1
"Saint Vincent and the Grenadines","04-04-2020",7,0,1
"San Marino","04-04-2020",259,32,27
"Saudi Arabia","04-04-2020",2179,29,420
"Senegal","04-04-2020",219,2,72
"Serbia","04-04-2020",1624,44,0
"Seychelles","04-04-2020",10,0,0
"Sierra Leone","04-04-2020",4,0,0
"Singapore","04-04-2020",1189,6,297
"Slovakia","04-04-2020",471,1,10
"Slovenia","04-04-2020",977,22,79
"Somalia","04-04-2020",7,0,1
"South Africa","04-04-2020",1585,9,95
"South Korea","04-04-2020",10156,177,6325
"Spain","04-04-2020",126168,11947,34219
"Sri Lanka","04-04-2020",166,5,27
"Sudan","04-04-2020",10,2,2
"Suriname","04-04-2020",10,1,0
"Sweden","04-04-2020",6443,373,205
"Switzerland","04-04-2020",20505,666,6415
"Syria","04-04-2020",16,2,2
"Taiwan","04-04-2020",355,5,50
"Tanzania","04-04-2020",20,1,3
"Thailand","04-04-2020",2067,20,674
"Timor-Leste","04-04-2020",1,0,0
"Togo","04-04-2020",41,3,17
"Trinidad and Tobago","04-04-2020",103,6,1
"Tunisia","04-04-2020",553,18,5
"Turkey","04-04-2020",23934,501,786
"Uganda","04-04-2020",48,0,0
"UK","04-04-2020",42477,4320,215
"Ukraine","04-04-2020",1225,32,25
"United Arab Emirates","04-04-2020",1505,10,125
"Uruguay","04-04-2020",400,5,93
"US","04-04-2020",308853,8407,14652
"Uzbekistan","04-04-2020",266,2,25
"Venezuela","04-04-2020",155,7,52
"Vietnam","04-04-2020",240,0,90
"West Bank and Gaza","04-04-2020",217,1,21
"Zambia","04-04-2020",39,1,2
"Zimbabwe","04-04-2020",9,1,0
"Afghanistan","04-05-2020",349,7,15
"Albania","04-05-2020",361,20,104
"Algeria","04-05-2020",1320,152,90
"Andorra","04-05-2020",501,18,26
"Angola","04-05-2020",14,2,2
"Antigua and Barbuda","04-05-2020",15,0,0
"Argentina","04-05-2020",1451,44,280
"Armenia","04-05-2020",822,7,57
"Australia","04-05-2020",5687,35,757
"Austria","04-05-2020",12051,204,2998
"Azerbaijan","04-05-2020",584,7,32
"Bahamas","04-05-2020",28,4,0
"Bahrain","04-05-2020",700,4,431
"Bangladesh","04-05-2020",88,9,33
"Barbados","04-05-2020",56,1,6
"Belarus","04-05-2020",562,8,52
"Belgium","04-05-2020",19691,1447,3751
"Belize","04-05-2020",5,0,0
"Benin","04-05-2020",22,0,5
"Bhutan","04-05-2020",5,0,2
"Bolivia","04-05-2020",157,10,2
"Bosnia and Herzegovina","04-05-2020",654,23,30
"Botswana","04-05-2020",6,1,0
"Brazil","04-05-2020",11130,486,127
"Brunei","04-05-2020",135,1,73
"Bulgaria","04-05-2020",531,20,37
"Burkina Faso","04-05-2020",345,17,90
"Burma","04-05-2020",21,1,0
"Burundi","04-05-2020",3,0,0
"Cabo Verde","04-05-2020",7,1,0
"Cambodia","04-05-2020",114,0,50
"Cameroon","04-05-2020",650,9,17
"Canada","04-05-2020",15756,259,3012
"Central African Republic","04-05-2020",8,0,0
"Chad","04-05-2020",9,0,0
"Chile","04-05-2020",4471,34,618
"China","04-05-2020",82602,3333,77207
"Colombia","04-05-2020",1485,35,88
"Congo (Brazzaville)","04-05-2020",45,5,2
"Congo (Kinshasa)","04-05-2020",154,18,3
"Costa Rica","04-05-2020",454,2,16
"Cote d'Ivoire","04-05-2020",261,3,37
"Croatia","04-05-2020",1182,15,125
"Cuba","04-05-2020",320,8,15
"Cyprus","04-05-2020",446,9,37
"Czechia","04-05-2020",4587,67,96
"Denmark","04-05-2020",4561,179,1429
"Diamond Princess","04-05-2020",712,11,619
"Djibouti","04-05-2020",59,0,9
"Dominica","04-05-2020",14,0,0
"Dominican Republic","04-05-2020",1745,82,17
"Ecuador","04-05-2020",3646,180,100
"Egypt","04-05-2020",1173,78,247
"El Salvador","04-05-2020",62,3,2
"Equatorial Guinea","04-05-2020",16,0,1
"Eritrea","04-05-2020",29,0,0
"Estonia","04-05-2020",1097,15,62
"Eswatini","04-05-2020",9,0,0
"Ethiopia","04-05-2020",43,2,4
"Fiji","04-05-2020",12,0,0
"Finland","04-05-2020",1927,28,300
"France","04-05-2020",93773,8093,16349
"Gabon","04-05-2020",21,1,1
"Gambia","04-05-2020",4,1,2
"Georgia","04-05-2020",174,2,36
"Germany","04-05-2020",100123,1584,28700
"Ghana","04-05-2020",214,5,31
"Greece","04-05-2020",1735,73,78
"Grenada","04-05-2020",12,0,0
"Guatemala","04-05-2020",61,2,15
"Guinea","04-05-2020",121,0,5
"Guinea-Bissau","04-05-2020",18,0,0
"Guyana","04-05-2020",24,4,0
"Haiti","04-05-2020",21,1,1
"Holy See","04-05-2020",7,0,0
"Honduras","04-05-2020",268,22,6
"Hungary","04-05-2020",733,34,66
"Iceland","04-05-2020",1486,4,428
"India","04-05-2020",3588,99,229
"Indonesia","04-05-2020",2273,198,164
"Iran","04-05-2020",58226,3603,19736
"Iraq","04-05-2020",961,61,279
"Ireland","04-05-2020",4994,158,25
"Israel","04-05-2020",8430,49,477
"Italy","04-05-2020",128948,15887,21815
"Jamaica","04-05-2020",58,3,8
"Japan","04-05-2020",3139,77,514
"Jordan","04-05-2020",345,5,110
"Kazakhstan","04-05-2020",584,6,42
"Kenya","04-05-2020",142,4,4
"Kosovo","04-05-2020",145,1,23
"Kuwait","04-05-2020",556,1,99
"Kyrgyzstan","04-05-2020",147,1,9
"Laos","04-05-2020",11,0,0
"Latvia","04-05-2020",533,1,1
